Modified:,2025,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
25,Reading,2,,,Unpublished Luang Por Baen talks.,ABaen,,,,,,,,,,,,,
25,,,5:36,9:59,"In _Right Mindfulness_, Ajahn Ṭhānissaro focuses on how the first three tetrads apply to high states of concentration. How can these be useful in more mundane levels of meditation?",AP,Right Mindfulness,Mindfulness of breathing,Jhāna,,Investigation of states,Rapture,Volitional formations,Heart/mind,,,,,
25,Commentary,,,,Path of Purification p. 137: Five levels of pīti.,,,,,,,,,,,,,,
25,Comment,,10:01,13:27,Ajahn Ṭhānissaro encourages mindfulness of the body.,,Ajahn Ṭhānissaro,Mindfulness of body,,,Delusion,,,,,,,,
25,Response,,,,,AP,Ajahn Ṭhānissaro,Mindfulness of body,Mindfulness of breathing,Jhāna,,,,,,,,,
26,Reading group,,Session,,,,,,,,,,,,,,,,
26,Reading,2,,,Right Mindfulness [pp. 100-105](Right Mindfulness p. 119).,,Mindfulness of breathing,,,,,,,,,,,,
26,Sutta,,,,SN 46.53: Fire.,,,,,,,,,,,,,,
26,,,16:46,,Can you speak about when to use which aspects of satipatthāna?,AP,Right Mindfulness,Mindfulness of breathing,,,Right Effort,,,,,,,,
26,,,18:22,19:28,Could anyone give examples of how to apply the enlightenment factor of pīti when the mind is sluggish?,ANy;AP;AShj,Rapture,Sloth and torpor,,,Ajahn Mahā Boowa,Gladdening the mind,Investigation of states,,,,,,
27,Reading,,Session,,"Collected Teachings pp. 225-231: ""A Gift of Dhamma.""",,,,,,,,,,,,,,
27,,,16:01,,What is the Thai that is translated as “mind” and “mind objects?”,AP,Thai,Translation,Heart/mind,Moods of the mind,Ajahn Mun,Ajahn Chah,,,,,,,
28,Reading,,Session,,"Chapter 2, ""The Method of Developing Calm"" in Natural Character p. 30-39.",,Right Mindfulness,,,,,,,,,,,,
28,Discussion,,22:00,25:04,"of the reading and Tan Chao Khun Upāli as a scholar, administrator, and practitioner.",ANy;AKc;AP,Chao Khun Upāli,Study monks,Types of monks,,Ajahn Mun,Tudong,Geography/Thailand,,,,,,
29,Reading group,,Session,,,,,,,,,,,,,,,,
29,Sutta,,,,"MN 9: Sammādiṭṭhi Sutta, Right View (excerpt).",,,,,,,,,,,,,,
29,Reading,s,,,on the suffering of birth and aging from _Liberation in the Palm of Your Hand_ by Pabongka Rinpoche (commercial).,,Birth,Ageing,,,,,,,,,,,
29,,,10:42,12:58,Can you share perspectives on birth from the Thai Forest Tradition?,ANy;Janejira;AShj,Birth,Thai Forest Tradition,,,Ajahn Anek,Western psychology,Ajahn Plien,Rebirth,Memory,,,,
29,,,19:28,24:35,Do the mental faculties of meditators diminish as they age?,AP,Ageing,Memory,Long-term practice,,Ajahn Chah,Sickness,Preah Mahāghosānanda,Personal presence,,,,,
29,Story,,,,H. H. The Dalai Lama meets Preah Mahāghosānanda.,,Dalai Lama,Preah Mahāghosānanda,Ageing,Personal presence,,,,,,,,,
30,Summary,,Session,,Ajahn Pasanno reads email from Ruth Denison's caretakers describing her declining health condition and leads the Abhayagiri community in chanting blessings for this elder teacher followed by a ten-minute meditation and dedication of merit. Ruth passed away on February 26.,,Ruth Denison,Sickness,Death,Goodwill,,,,,,,,,
30,Chanting,,3:18,27:12,Paritta chanting for Ruth Denison.,,Protective chants,Ruth Denison,,,,,,,,,,,
31,Reading group,,Session,,,,Right Mindfulness,,,,,,,,,,,,
31,Reading,2,,,Right Mindfulness [pp. 109-112](Right Mindfulness p. 129).,,,,,,,,,,,,,,
31,Sutta,,,,SN 51.20: “Analysis.”,,,,,,,,,,,,,,
31,Discussion,,17:30,19:50,of Ajahn Ṭhānissaro's translation “practice jhāna.”,,Jhāna,Ajahn Ṭhānissaro,Translation,Pāli,,,,,,,,,
31,Sutta,,,,"SN 47.10 Bhikkhunūpassaya Sutta, At the Nun's Residence.",,,,,,,,,,,,,,
31,,,35:12,35:59,What is a synonym for lassitude?,,Language,,,,Sloth and torpor,,,,,,,,
32,Reading group,,Session,,,,Right Mindfulness,,,,,,,,,,,,
32,Reading,2,,,Right Mindfulness [pp. 112-113](Right Mindfulness p. 133).,,,,,,,,,,,,,,
32,Sutta,,,,"MN 44, Cūḷavedalla Sutta, The Shorter Series of Questions and Answers.",,,,,,,,,,,,,,
32,Sutta,,,,AN 8.63: “In Brief.”,,,,,,,,,,,,,,
32,Sutta,,,,"MN 101: Devadaha Sutta, At Devadaha.",,,,,,,,,,,,,,
32,Sutta,,,,AN 8.81: “Training.”,,,,,,,,,,,,,,
32,Comment,,12:36,13:22,Explanation of ambiguous Aṅguttara Nikāya numbering.,AShj;AP,Sutta,,,,Bhikkhu Bodhi,Ajahn Ṭhānissaro,,,,,,,
32,,,13:26,18:04,Why did the Buddha ask the monk to develop meditation in many ways [in AN 8.63]?,,Meditation,Meditation/General advice,Buddha/Biography,,Directed thought and evaluation,Rapture,Happiness,Equanimity,Jhāna,,,,
32,Extra tags,,,,,,,,,,Calming meditation,Cessation of Suffering,,,,,,,
32,Recollection,,,,Ajahn Chah would rarely label meditation states.,,Ajahn Chah,Jhāna,,,,,,,,,,,
32,,,33:56,34:25,Are the Four Frames of Reference the same as the Four Foundations of Mindfulness?,,Right Mindfulness,Translation,,,Bhikkhu Bodhi,Ajahn Ṭhānissaro,,,,,,,
33,Reading group,,Session,,,,Right Mindfulness,Concentration,Formless attainments,,,,,,,,,,
33,Reading,2,,,Right Mindfulness [p. 113](Right Mindfulness p. 134).,,,,,,,,,,,,,,
33,Sutta,,,,AN 4.94: “Concentration.”,,,,,,,,,,,,,,
33,Sutta,,,,AN 9.36: “Jhāna.”,,,,,,,,,,,,,,
33,,,6:38,8:22,Does AN 4.94 undercut the whole debate about whether to practice insight meditation or samādhi first?,,Insight meditation,Calming meditation,,,Views,Buddha,Suffering,Human,,,,Calming meditation,150
33,Extra tags,,,,,,,,,,,,,,,,,Insight meditation,150
33,Quote,,,,Just work with what you've got and try to free the mind. It's pretty straightforward.,,Liberation,,,,,,,,,,,,
33,Teaching,,17:45,22:14,"Commentary on AN 9.36, “Jhāna.”",,Jhāna,,,,,,,,,,,,
33,Extra tags,,,,,,Formless attainments,Characteristics of existence,Aggregates,Liberation,,,,,,,,,
33,Extra tags,,,,,,Deathless,Progress of insight,Relinquishment,Nibbāna,,,,,,,,,
33,,,22:20,,Does the Buddha mean [in AN 9.36] that one can enter and emerge from these attainments at will?,,Jhāna,Formless attainments,Volition,,Similes,,,,,,,,
33,,,23:30,,"After emerging from these attainments, can one function in the world?",,Jhāna,Formless attainments,Everyday life,,Discernment,Relinquishment,Spiritual bypass,,,,,,
33,Comment,,,,"If you happen to exist in a body, it seems you need to learn how to live in a body.",,Body/form,,,,,,,,,,,,
33,Response,-,,,,,Mindfulness of body,Thai Forest Tradition,Relinquishment,Liberation,,,,,,,,,
33,,,26:40,,"Related to the need to emerge from neither-perception-nor-non-perception and cessation of perception to contemplate the five khandhas [in AN 9.36], don't some of the commentaries imply that that's what you do with first jhāna; that insight is not possible even in first jhāna?",,Formless attainments,Aggregates,Insight meditation,Commentaries,Views,,,,,,,,
33,Extra tags,,,,,,Jhāna,,,,,,,,,,,,
33,Asked by,,,,,AKd,,,,,,,,,,,,,
33,Recollection,,,,Ajahn Chah emphasized that every step of the way there has to be awareness. Awareness has to form the basis of the whole practice.,,Ajahn Chah,Jhāna,Insight meditation,Mindfulness,Clear comprehension,Right Concentration,Right View,,,,,,
33,Comment,,28:44,,comparing putting the mind towards the Deathless with Dzogchen practice.,AKd,Deathless,Vajrayāna,Emptiness,Progress of insight,,,,,,,,,
33,Response,,,,,,Vajrayāna,Spiritual bypass,,,,,,,,,,,
33,,,30:50,32:20,Why is the Deathless described as an element?,,Deathless,Elements,,,,,,,,,,,
33,,,32:27,35:33,Do you have to emerge from jhāna to contemplate the characteristics of the aggregates?,AP;AKd,Jhāna,Insight meditation,Aggregates,,Mindfulness,Thai Forest Tradition,Knowing itself,,,,,,
33,Sutta,,,,AN 9.36: “Jhāna.”,,,,,,,,,,,,,,
33,Indirect quote,,,,Contemplation gets really good when you stop thinking.|Ajahn Chah,,Ajahn Chah,Insight meditation,Directed thought and evaluation,,,,,,,,,,
33,Comment,,35:35,,Sometimes I find applying awareness exhausting.,,Mindfulness,Sloth and torpor,,,,,,,,,,,
33,Response,,,,,,Tranquility,Faith,,,,,,,,,,,
34,Reading group,,Session,,,,Right Mindfulness,,,,,,,,,,,,
34,Reading,2,,,Right Mindfulness [pp. 113-115](Right Mindfulness p. 134).,,,,,,,,,,,,,,
34,Sutta,,,,"MN 101: Devadaha Sutta, At Devadaha (Right Mindfulness [p. 43](Right Mindfulness p. 52)).",,,,,,,,,,,,,,
34,Sutta,,,,"MN 95: Cankī Sutta, With Cankī.",,,,,,,,,,,,,,
34,Comment,s,13:30,19:33,contrasting the canonical and commentarial approaches to breath meditation.,AP;AKd,Sutta,Commentaries,Mindfulness of breathing,,Ajahn Ṭhānissaro,Pa Auk Sayadaw,Culture/Sri Lanka,Culture/Thailand,Pāli,,,,
34,Extra tags,,,,,,,,,,Ajahn Pasanno,,,,,,,,
34,Sutta,,,,MN 44 identifies in-and-out breathing as the bodily fabrication/conditioner (saṅkhāra).,,,,,,,,,,,,,,
34,Reflection,s,31:20,35:49,on the value of samaṇas in Indian culture.,,Culture/India,Perception of a samaṇa,,,Commentaries,Buddha,Virtue,Truth,Hospitality,,,Perception of a samaṇa,140
34,Extra tags,,,,,,,,,,,,,,,,,Culture/India,100
34,Recollection,,,,Ajahn Pasanno was really cared for during his tudong in Northern India.,,Ajahn Pasanno,Tudong,Hospitality,Culture/India,Perception of a samaṇa,Not handling money,,,,,,,
34,,,36:07,39:31,What is the significance of sitting to one side of the Buddha?,AP;DS;AShj,Sutta,Buddha,Posture/Sitting,,Respect,Cultural context,Robes,,,,,,
35,Reading,,Session,,"MN 95: Cankī Sutta, With Cankī.",,,,,,,,,,,,,,
35,Teaching,,24:25,,Commentary on the Cankī Sutta (MN 95).,,Views,Right Effort,Truth,,,,,,,,,,
35,,,27:00,30:58,"Was it commonly accepted that the composers of the Vedas could not assert “I know, I see?”",,Culture/India,History/Indian Buddhism,Ceremony/ritual,Spiritual traditions,,,,,,,,,
35,Asked by,,,,,AKd,,,,,,,,,,,,,
35,Sutta,,,,MN 95: Cankī Sutta.,,,,,,,,,,,,,,
35,,,31:05,38:03,Are any of the lists in this sutta (MN 95) explained in other suttas?,AP;ANy;AShj,Sutta,,,,Bhikkhu Bodhi,,,,,,,,
35,Reference,,,,P.A. Payutto's [Dictionary of Numerical Dhammas](https://archive.org/details/DictionaryOfBuddhismByBhikkhuP.A.Payutto) (in Thai).,,P. A. Payutto,Tipiṭaka,Pāli,,,,,,,,,,
35,Teaching,,,,Explanation of volume and page numbers in the Pāli Tipitaka.,,Sutta,Pāli,,,,,,,,,,,
35,Comment,,,,Similar listings often refer to the gradual training.,DS,Gradual Teaching,Tipiṭaka,,,,,,,,,,,
35,Sutta,,,,MN 107: Gaṇakamoggallāna Sutta.,,,,,,,,,,,,,,
35,Sutta,,,,MN 47: Vīmaṃsaka Sutta.,,,,,,,,,,,,,,
36,Reading group,,Session,,,,Mindfulness of breathing,Mindfulness of body,,,,,,,,,,,
36,Reading,2,,,Right Mindfulness [pp. 115-119](Right Mindfulness p. 136).,,,,,,,,,,,,,,
36,Sutta,,,,"MN 80: Vekhanassa Sutta, To Vekhanassa.",,,,,,,,,,,,,,
36,Sutta,,,,Ud 7.8: “Kaccāna.”,,,,,,,,,,,,,,
36,Sutta,,,,"MN 62: Mahārāhulaovāda Sutta, The Greater Discourse of Advice to Rāhula.",,,,,,,,,,,,,,
36,,,29:40,,Does MN 140 define the external elements?,,Elements,,,,,,,,,,,,
36,,,31:06,36:51,Are people experiencing jhāna in different ways?,AP;AKd;AShj,Jhāna,,,,Views,Ajahn Chah,Tranquility,Self-identity view,Suffering,,,Jhāna,200T
36,Extra tags,,,,,,,,,,Ajahn Lee Dhammadharo,,,,,,,,
37,Reading group,,Session,,,,Mindfulness of breathing,Mindfulness of body,Elements,Mindfulness of feeling,,,,,,,,,
37,Reading,2,,,Right Mindfulness [pp. 119-121](Right Mindfulness p. 140).,,,,,,,,,,,,,,
37,Sutta,,,,"MN 28: Mahāhatthipadopama Sutta, The Greater Discourse on the Simile of the Elephant's Footprint.",,,,,,,,,,,,,,
38,Reading group,,Session,,,,Mindfulness of feeling,,,,,,,,,,,,
38,Sutta,,,,"MN 14: Cūḷadukkhakkhandha Sutta, The Shorter Discourse on the Mass of Suffering.",,,,,,,,,,,,,,
38,Reading,2,,,Right Mindfulness [pp. 121-122](Right Mindfulness p. 143).,,,,,,,,,,,,,,
39,Reading,,Session,,Right Mindfulness [pp. 122-129](Right Mindfulness p. 145).,,Mindfulness of feeling,Jhāna,,,,,,,,,,,
39,,,24:36,,Could you explain the simile of the embers in regards to sensuality?,,Similes,Pain,,,Concentration,Liberation,,,,,,,
39,Sutta,,,,SN 36.6: The Dart. An undeveloped person knows no escape from dukkha other than sensual pleasure.,,Suffering,Sensual desire,,,,,,,,,,,
39,,,27:48,,How should householders deal with sensual pleasure?,,Lay life,,,,Virtue,Happiness,Generosity,Skillful qualities,,,,Sensual desire,80
39,Comment,s,,,about similes for sensual pleasures found in MN 54 and MN 75.,AKc;AKd;AP,Similes,,,,,,,,,,,,
39,Comment,,30:35,,You can use objects like renunciation and lovingkindness to work towards deep meditation.,AKd,Concentration,Renunciation,Goodwill,,,,,,,Yes,,,
39,Response,,,,,,Gladdening the mind,,,,,,,,,,,,
39,Comment,,31:54,32:49,It's remarkable how much pleasure can come from seeing other people be kind and generous.,,Happiness,Empathetic joy,Generosity,Monasteries,,,,,,Yes,,,
39,Response,s,,,,AP;ANy,,,,,,,,,,,,,
40,Reading group,,Session,,,,Mindfulness of breathing,Concentration,Mindfulness of mind,,,,,,,,,,
40,Reading,2,,,Right Mindfulness [pp. 129-132](Right Mindfulness p. 152).,,,,,,,,,,,,,,
40,Sutta,,,,"MN 111: Anupada Sutta, One by One As They Occurred.",,,,,,,,,,,,,,
40,Teaching,,8:34,,Commentary on MN 121: The Lesser Discourse on Emptiness.,,Emptiness,Relinquishment,Theravāda,Not-self,,,,,,,,,
40,,,9:49,12:07,Can sharing merit with many types of beings tie one to society?,,Merit,,,,Right Effort,Right Intention,,,,,,,
40,Story,,,,Lama Zopa delights in sharing merit.,,Lama Zopa,Merit,,,,,,,,,,,
40,,,17:07,19:19,Is seeing metaphysical principles the same as making something into a concept?,AP;AKd;AShj,Nature of the cosmos,Proliferation,,,Views,,,,,,,,
40,Sutta,,,,DN 1: Brahmajāla Sutta.,,Views,,,,,,,,,,,,
40,Comment,s,36:10,,Sariputta didn't get distracted in fourth jhāna to develop the psychic powers.,AKd;AShj,Great disciples,Jhāna,Psychic powers,Concentration,,,,,,,,,
40,Response,,,,,,Great disciples,Concentration,,,,,,,,,,,
40,,,37:24,39:18,Are psychic powers and wisdom always clearly separated?,AP;AShj,Psychic powers,Discernment,,,Buddha/Biography,Great disciples,Vinaya,Admonishment/feedback,,,,Psychic powers,120
40,Vinaya,,,,Kd 15.8: Piṇḍola Bhāradvāja uses psychic powers.,,,,,,,,,,,,,,
40,Reference,,,,_Dipa Ma: The Life and Legacy of a Buddhist Master_ by Amy Schmidt (commercial).,,Dipa Ma,Discernment,Psychic powers,,,,,,,,,,
41,Reading group,,Session,,,,Mindfulness of mind,Divine Abidings,,,,,,,,,,,
41,Sutta,,,,"MN 10: Satipaṭṭhāna Sutta, The Foundations of Mindfulness.",,,,,,,,,,,,,,
41,Reading,2,,,"Right Mindfulness [pp. 132-133](Right Mindfulness p. 155), [174-175](Right Mindfulness p. 205), [137](Right Mindfulness p. 161).",,,,,,,,,,,,,,
41,Sutta,,,,SN 42.8: “The Conch Blower.”,,,,,,,,,,,,,,
42,Reading group,,Session,,,,Goodwill,Recollection,,,,,,,,,,,
42,Sutta,,,,AN 11.15: “Loving Kindness.”,,,,,,,,,,,,,,
42,Sutta,,,,AN 11.11: “Mahānāma.”,,,,,,,,,,,,,,
42,Teaching,,15:40,21:36,Commentary on AN 11.11: “Mahānāma:” Using recollection to gladden and settle the mind.,,Recollection,Recollection/Buddha,Recollection/Dhamma,Recollection/Saṅgha,,,,,,,,,
42,Extra tags,,,,,,Recollection/Virtue,Recollection/Devas,Gladdening the mind,Calming meditation,,,,,,,,,
42,Comment,,21:44,,The eight qualities of sīlānussati [in AN 11.11] define what it means for virtue to be noble.,AKc,Recollection/Virtue,Virtue,Liberation,,,,,,,,,,
42,,,22:39,26:18,How do you respond to the cynical inner voice when you recollect your own virtue?,AKd;AThp;AShj,Recollection/Virtue,Judgementalism,,,Ajahn Sucitto,Habits,Guilt/shame/inadequacy,Culture/West,Humor,,,Recollection/Virtue,130
43,Reading group,,Session,,,,Nibbāna,,,,,,,,,,,,
43,Reading,2,,,Introduction to Middle Length Discourses of the Buddha p. 31-32 (quoted in The Island p. 40-41).,,,,,,,,,,,,,,
43,Sutta,,,,"The Island p. 224-226, [33-34](The Island p. 33).",,,,,,,,,,,,,,
44,Reading group,,Session,,,,Mindfulness of dhammas,,,,,,,,,,,,
44,Reading,2,,,"“Contemplation of Dhammas,” [p. 182-183, 185](Satipatthana p. 182), and “The Perceptual Process,” [p. 222-223, 225-226](Satipatthana p. 222) in [Satipatthana]().",,,,,,,,,,,,,,
44,Reading,2,,,Right Mindfulness [pp. 142-148](Right Mindfulness p. 168).,,,,,,,,,,,,,,
45,Reading group,,Session,,,,Mindfulness of feeling,Feeling,,,,,,,,,,,
45,Reading,2,,,"“The Perceptual Process,” [p. 156-159](Satipatthana p. 156) in [Satipatthana]().",,,,,,,,,,,,,,
45,Sutta,,,,"MN 44: Cūḷavedalla Sutta, The Small Discourse Giving an Elaboration.",,,,,,,,,,,,,,
45,Teaching,,8:41,,Explanation of sāmisa and nirāmisa.,AP,Feeling,Pāli,,,Translation,,,,,,,,
45,,u,10:26,,Examples of pleasures of renunciation?,AP;AKd,Happiness,Renunciation,Rapture,,Skillful qualities,,,,,,,,
45,Sutta,,,,"Ud 2.10: ""Oh, what bliss!""",,Happiness,Rapture,,,,,,,,,,,
45,,u,11:21,,"Examples of unworldly, unpleasant feelings?",AKd;AP,Feeling,Suffering,Skillful qualities,,Sense restraint,,,,,,,,
45,Sutta,,,,MN 44: Cūḷavedalla Sutta.,,,,,,,,,,,,,,
45,,u,12:32,,"Clarification of underlying tendencies to unworldly, pleasant feelings?",AKd;AP,Unwholesome Roots,Happiness,Feeling,,Desire,Craving,,,,,,,
45,,,13:29,14:26,How is nirāmisa expressed in Thai?,AP,Question in Thai,Thai,Feeling,,,,,,,,,,
45,,u,24:30,25:38,Dhammadinnā foremost in...?,,Great disciples,Bhikkhunī,,,Teaching Dhamma,,,,,,,,
45,Discussion,,25:52,27:06,about neutral feeling and delusion.,BSteff;AP;AKd,Neutral feeling,Delusion,Suffering,,Happiness,,,,,,,,
45,Discussion,,27:10,29:54,"about feeling, craving, self and kamma.",AKd;AShj;AP,Feeling,Craving,Self-identity view,Kamma,Dependent origination,,,,,,,,
45,Sutta,,,,"MN 18: Madhupiṇḍika Sutta, The Honeyball.",,,,,,,,,,,,,,
45,,,29:58,34:13,Is the goal (Nibbāna) a thought-less state of mind?,AKd;AP,Nibbāna,Heart/mind,Directed thought and evaluation,Formless attainments,Cessation of Suffering,Relinquishment,Impermanence,,,,,,
45,Indirect quote,0,,,"""Who is the only person who doesn't think? An arahant? A Buddha?"" ""No. The only person who doesn't think is a dead person."" – Ajahn Chah.",AP,Ajahn Chah,Directed thought and evaluation,Arahant,Buddha,Death,,,,,,,,
45,Comment,,34:18,35:30,Sīla requires quite a bit of thinking.,,Virtue,Directed thought and evaluation,,,,,,,,,,,
45,Response,,,,,AP,Vinaya,Arahant,,,,,,,,,,,
45,Sutta,,,,AN 3.86: An arahant can commit offenses.,,,,,,,,,,,,,,
46,Reading group,,Session,,,,,,,,,,,,,,,,
46,Sutta,,,,SN 36.4: “The Bottomless Abyss.”,,,,,,,,,,,,,,
46,Sutta,,,,SN 36.6: “The Dart.”,,,,,,,,,,,,,,
46,Sutta,,,,"MN 74: Dīghanakha Sutta, To Dıghanakha.",,,,,,,,,,,,,,
46,,,9:35,10:19,Is the second dart the self we create around feelings?,,Self-identity view,,,,Aversion,,,,,,,,
46,,,22:27,24:11,"How is it that when one feels a pleasant feeling, one cannot feel an unpleasant or neutral feeling?",,,,,,Consciousness,Similes,,,,,,,
47,Reading group,,Session,,,,,,,,,,,,,,,,
47,Sutta,,,,"SN 36.7: Gelañña Sutta, “The Sick Ward.”",,,,,,,,,,,,,,
47,Sutta,,,,SN 36.21: “Sivaka.”,,,,,,,,,,,,,,
47,Reading,2,,,"“The End of Rebirth,” Stillness of Being p. 67-77.",,,,,,,,,,,,,,
47,,u,8:00,9:16,Meaning of “will become cool right here?”,AKd;AP,,,,,Characteristics of existence,Knowledge and vision,Nibbāna,Pāli,,,,,
47,Discussion,,12:21,21:30,about kamma and the results of kamma.,AKd;AP;ANy;AShj,Kamma,Conditionality,,,Abuse/violence,Abhidhamma,Ajahn Chah,Vajrayāna,Sickness,,,,
47,Extra tags,,,,,,,,,,Compassion,Culture/India,Equanimity,Disasters,Christianity,,,,
47,Indirect quote,,,,Too much Dhamma.|Ajahn Buddhadāsa,AP,Ajahn Buddhadāsa,Abhidhamma,,,,,,,,,,,
47,Sutta,,,,"AN 4.77 Acinteyya: ""Vexation or madness.""",,,,,,,,,,,,,,
47,Story,,,,"Ajahn Chah to Ajahn Munindo: ""If it wasn't supposed to be this way, it wouldn't have been this way.""",AP,Ajahn Chah,Ajahn Munindo,Sickness,Self-pity,,,,,,,,,
47,Indirect quote,0,,,"Thai saying: ""That's as far as their merit takes them.""",AP,Culture/Thailand,Death,Merit,Thai,,,,,,,,,
48,Reading group,,Session,,,,,,,,,,,,,,,,
48,Sutta,,,,"MN 18: Madhupiṇḍika Sutta, The Honeyball.",,,,,,,,,,,,,,
48,Reading,2,,,"“Categorical Answers,” Skill in Questions p. 85.",,,,,,,,,,,,,,
48,Sutta,,,,AN 8.30: “Anuruddha.”,,,,,,,,,,,,,,
48,Discussion,,21:06,28:10,of the meaning of papañca in AN 8.30 and various other suttas.,,Pāli,Translation,,,Great disciples,Liberation,Conditionality,Directed thought and evaluation,Language,,,,
48,Sutta,s,,,Snp 4.11: Kalahavivāda Sutta and DN 21: Sakkapañha Sutta in which papañca precedes thinking.,,,,,,,,,,,,,,
48,Reference,,,,Skill in Questions p. 85.,,,,,,,,,,,,,,
48,Sutta,s,,,MN 19: Dvedhāvitakka Sutta; MN 20: Vitakkasaṇṭhāna Sutta.,,,,,,,,,,,,,,
48,Reference,,,,[Concept and Reality](),,,,,,,,,,,,,,
49,Reading group,,Session,,,,,,,,,,,,,,,,
49,Sutta,,,,"MN 18: Madhupiṇḍika Sutta, The Honeyball.",,,,,,,,,,,,,,
49,Reading,2,,,"“The Perceptual Process,” [p. 222-223, 225-226](Satipatthana p. 222) in [Satipatthana]().",,,,,,,,,,,,,,
49,Teaching,,3:28,5:20,Comparison of causality in MN 18 and dependent origination.,,Conditionality,Dependent origination,,,Similes,Suffering,,,,,,,
49,Teaching,,6:10,9:54,"Translation of phassapaññattiṃ paññāpessatīti (manifestation, delineation).",AKd;AP;AKc,Pāli,Translation,,,Bhikkhu Bodhi,Commentaries,Ajahn Ṭhānissaro,,,,,,
49,Comment,,10:57,12:32,Dependent origination is not necessarily time-based.,AShj,Dependent origination,Conditionality,,,,,,,,,,,
49,Response,,,,,,,,,,,,,,,,,,
49,,,16:21,20:21,Can one sense-bases that starts the proliferation process lead to different sense-bases?,AKd;AP,Sense bases,Conditionality,,,Feeling,Heart/mind,,,,,,,
49,,u,29:08,36:03,Examples of signs and secondary characteristics of sense objects?,AKd;AP,Sense bases,,,,Ven. Analayo,Sensual desire,Conditionality,Food,Appropriate attention,,,,
49,Sutta,,,,Thig 14.1: Subhā.,,,,,,,,,,,,,,
49,Comment,,,,about the feedback loop of perceptions looking for reinforcing perceptions.,,Perception,Views,Clinging,,,,,,,,,,
49,Indirect quote,,,,The underlying tendency to aversion is like a search engine.|Ajahn Sucitto,BSteff,Ajahn Sucitto,Aversion,Similes,Perception,,,,,,,,,
50,Reading,,Session,,"“The Peace Beyond,” Collectd Teachings p. 9-19.",,,,,,,,,,,,,,
50,,,24:24,29:19,What was the context in which this reflection was given by Ajahn Chah?,AP,Ajahn Chah,,,,Leadership,Culture/Thailand,History/Thai Buddhism,,,,,,
50,Recollection,,,,"When Ajahn Pasanno first became abbot of Wat Pah Nanachat, he gave monthly teachings at the World Fellowship of Buddhists.",,Ajahn Pasanno,Wat Pah Nanachat,Abbot,Teaching Dhamma,,,,,,,,,
51,Reading,,Session,,"“Santi,” Santi p. 39-53.",,,,,,,,,,,,,,
52,Reading,,Session,,"“Santi,” Santi p. 53-63.",,,,,,,,,,,,,,
52,,,20:19,22:07,When did Luang Por Liem come to Wat Pah Pong?,AP;ANy,Ajahn Liem,Wat Pah Pong,,,Ajahn Chah,,,,,,,,
52,Reference,,,,[No Worries]().,,Ajahn Liem,Tudong,,,,,,,,,,,
53,Reading group,,Session,,,,,,,,,,,,,,,,
53,Reading,2,,,"“A Matter of Life and Death,” p. 205-212 in [Mind and Way]().",,,,,,,,,,,,,,
53,Reading,2,,,"“Towards the Future,” p. 215-220 in [Mind and Way]().",,,,,,,,,,,,,,
