Modified:,2025,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
27,Read by,,,,,AKc,,,,,,,,,,,,,
27,,,26:59,,"With your meditation object, when you turn to contemplate it in terms of the three characteristics: anicca, dukkha and anatta, and that doesn't come up, does that mean you need to stabilize the mind more to see the object more clearly?",,Meditation,Disenchantment,Characteristics of existence,Concentration,Self-identity view,Knowledge and vision,Relinquishment,Dhamma,,,,Characteristics of existence,160
28,Reading,,Session,,Mindfulness of Death pp. 1-20.,,,,,,,,,,,,,,
28,Read by,,,,,AThp,,,,,,,,,,,,,
28,,,17:00,,Was Ajahn Plien a disciple of Ajahn Lee's?,,Ajahn Plien,Ajahn Lee Dhammadharo,,,Ajahn Waen,,,,,,,,
28,,,18:40,,"In the Pure Land tradition, there are practices that prepare one for death. Are there are specific recommendations that yourself or Ajahn Chah would give for preparation for that last moment before death?",,Pure Land,Ajahn Chah,Death,Recollection/Death,Buddho mantra,,,,,,,,
28,Story,,,,"Family members try to encourage a drunkard to recollect ""Arahaṃ"" in his last moments.",,Death,Mantra,Humor,,,,,,,,,,
28,Story,,,,Ajahn Chah's response to Paul Breiter's desire to teach meditation to dying people.,ANy,Ajahn Chah,Paul Breiter,Meditation,Death,Fierce/direct teaching,Buddho mantra,,,,,,,
28,Story,,,,"Ajahn Karuṇadhammo advises Iris Landsberg to recollect ""sorrowless, spotless, secure.""",AKc,Ajahn Karuṇadhammo,Death,Recollection,,,,,,,,,,
28,Sutta,,,,Snp 2.4: Maṅgala Sutta ([English chanting translation](Chanting Book p. 46)).,,,,,,,,,,,,,,
28,Story,,,,A couple asks Master Hua what kind of dog they should get.,,Master Hsuan Hua,Animal,Rebirth,,,,,,,,,,
29,Other,,0:00,,Information about [Twigs and Branches]() and the sections that Ajahn Kovilo reads.,AKov;AP,Ajahn Chah lineage,Ajahn Chah,Dhamma books,,Translation,Ajahn Jundee,Ajahn Pasanno,Ajahn Sumedho,,,,,
29,Reading,,3:00,,Reflections about Wat Pah Pong by [Ajahn Toon](teacher:) from [Twigs and Branches]().,AToon,,,,,,,,,,,,,
29,Read by,,,,Tan Kovilo,,,,,,,,,,,,,,
29,,,20:56,,Was there some consistency around how Ajahn Chah taught monks in a large community and how he taught monks in a small community? It sounds like when there were eleven monks he was very involved.,,Ajahn Chah,Monastic life,Mentoring,,Ageing,,,,,,,,
29,,,21:26,,Was Ajahn Jun around when you were training?,,Ajahn Jun,Ajahn Pasanno,,,Ajahn Chah,Ajahn Liem,Ajahn Boon Choo,,,,,,
29,Story,,,,Ajahn Sumedho gets upset at Ajahn Chah for not admonishing lax monks.,,Ajahn Sumedho,Ajahn Chah,Admonishment/feedback,,,,,,,,,,
29,Story,,23:32,,Ajahn Jayasaro spends a Rains Retreat with Ajahn Koon.,ACu,Ajahn Jayasaro,Ajahn Koon (Na Pho),Novices,,,,,,,,,,
29,Response,,,,,AP,Ajahn Koon (Na Pho),Personality,,,,,,,,,,,
30,Teaching,0,0:00,,Introductory comments by Ajahn Pasanno and Tan Pamutto clarify some of the terms in the reading.,AP,,,,,Ajahn Liem,Perception of a samaṇa,Association with people of integrity,Thai,Abhayagiri,,,,
30,Extra tags,,,,,,,,,,Worldly Conditions,,,,,,,,
30,Reading,,3:34,,“Ordination: Going Forth” from [Ways of the Peaceful]() [pp. 23-33](Ways of the Peaceful p. 29).,,,,,,,,,,,,,,
30,Read by,,,,Tan Pamutto,,,,,,,,,,,,,,
31,Reading,,Session,,“Breath Meditation Condensed” from An Unentangled Knowing pp. 29-36.,,,,,,,,,,,,,,
31,Read by,,,,Tan Khemako,,,,,,,,,,,,,,
31,,,25:06,,"I recall hearing about some aspects of the korwat at Upasika Kee's center, do you know any of those particular details?",,Upasikā Kee Nanayon,Protocols,,,Medicinal requisites,Vegetarianism,,,,,,,
31,,,25:46,,Was it a women only center or separated between men and women?,,Upasikā Kee Nanayon,Women in Buddhism,,,,,,,,,,,
31,,,26:16,,Do you think all those rules were written down like Ajahn Chah regulations?,,Upasikā Kee Nanayon,Protocols,Ajahn Chah,,Wat Pah Pong,,,,,,,,
31,,,27:56,28:43,Did she have any well-known disciples that went on to do other things?,,Upasikā Kee Nanayon,,,,,,,,,,,,
31,,,28:51,,"It's interesting with vegetarianism, some follow that and there are others that don't?",,Vegetarianism,Buddha/Biography,Ajahn Mun,Ajahn Gunha,Protocols,,,,,,,,
31,Extra tags,,,,,,Upasikā Kee Nanayon,,,,,,,,,,,,
31,,,30:41,,Do you think the vegetarian choice at certain centers and monasteries relates to different temperaments or personalities?,,Vegetarianism,Personality,,,Ajahn Gunha,Simplicity,Killing,Wat Pah Nanachat,,,,,
31,Comment,,,,"At Abhayagiri when people ask, we tell them we prefer vegetarian.",ACu,Abhayagiri,Vegetarianism,,,,,,,,,,,
31,,,32:45,,"My guess is they were not smoking at Upasika Kee's, is that right?",,Upasikā Kee Nanayon,Smoking,,,Health care,,,,,,,,
31,,,33:44,,"When she is talking about the mind at normalcy, her description is having the meditation object always at least in the background, constantly in awareness, being aware of the mind-state and also doing whatever you are doing, walking, washing dishes etc. Her emphasis is on cultivating it so this is something that you would be doing twenty-four hours a day. When Ajahn Chah spoke of normalcy of the mind, did he describe it in the same way?",,Upasikā Kee Nanayon,Continuity of mindfulness,Mindfulness of mind,Ajahn Chah,Discernment,Happiness,Unification,,,,,,
31,Comment,,36:16,,She talks about within this state of normalcy constantly contemplating the three characteristics of all phenomena occurring in awareness. To me that sounds like juggling a bunch of things!,,Upasikā Kee Nanayon,Continuity of mindfulness,Conditionality,,,,,,,,,,
31,Response,,,,,,Discernment,,,,,,,,,,,,
31,Comment,,37:18,,"So the ability to hold the meditation object, go through your daily routines, keep an eye on the mind tone, and watch the stress flavor of all arising phenomenon seems like a fairly advanced practice state to arrive at and maintain twenty-four hours a day.",,Continuity of mindfulness,Everyday life,Mindfulness of mind,Suffering,,,,,,,,Continuity of mindfulness,80
31,Response,,,,It's a great option if you don't want to suffer.,,Suffering,Cessation of Suffering,Happiness,,,,,,,,,,
31,,,38:14,,"She talks about making a story out of denying your defilements. Does the story of having fun denying your defilements come from that space of dwelling in that state of continuous mindfulness, or does continuous mindfulness come about from going through the suffering of forcing yourself not to enjoy anything?",,Upasikā Kee Nanayon,Unwholesome Roots,Continuity of mindfulness,Conditionality,Discernment,,,,,,,,
31,Quote,,,,Relinquishment isn't so much a giving up something that we have but enjoying the non-moving to get or trying to make.,,Relinquishment,Cessation of Suffering,Non-identification,,,,,,,,,,
31,Simile,,,,Learning to drive or walk.,AKc,Similes,,,,,,,,,,,,
31,,,41:15,,What do you mean when you say try something and note “it's not working” or “it is working?” How do you know it's not just another defilement sneaking in and saying “this isn't working?”,,Right Effort,Unwholesome Roots,,,Clear comprehension,Happiness,Habits,,,,,,
31,,,42:59,,Is that where when one isn't meditating per se but where virtue would come in to inform whether we have slipped or not?,,Virtue,,,,Upasikā Kee Nanayon,Ajahn Chah,Conscience and prudence,Similes,Spiritual friendship,,,,
31,Indirect quote,,,,The defilements have their wisdom also.|Ajahn Chah,,Ajahn Chah,Unwholesome Roots,Discernment,Delusion,,,,,,,,,
31,,,45:08,,"She talks about virtue being the other hand of discernment in the meditation experience, and whenever discernment discerns stress, virtue is what lets go of the cause of stress, that virtue does the disbanding of it. Is virtue an unusual word to use there?",,Upasikā Kee Nanayon,Virtue,Discernment,Cessation of Suffering,Pāli,Conscience and prudence,Ajahn Chah,,,,,,
31,Extra tags,,,,,,Dispassion,,,,,,,,,,,,
31,Commentary,,,,Path of Purification p. 14: Many levels of sīla.,,Commentaries,Virtue,Eightfold Path,,,,,,,,,,
31,,,48:20,,"When the habit pattern of defilement is so strong, and even with the mind seeing the suffering, still the mind says, “I'm not going to give that up,” do you have any suggestions for softening that, for working with that?",,Habits,Unwholesome Roots,Clinging,,,,,,,,,,
31,Response,,,,"""No, just keep suffering.""",,Suffering,,,,,,,,,,,,
31,Comment,,49:16,,"In this talk, Upasika Kee goes through dependent origination and emphasizes catching it at sense-contact. I've always been taught that it's feeling where you can break it.",AJoti,Upasikā Kee Nanayon,Dependent origination,Contact,Mindfulness of feeling,,,,,,,,,
31,Response,,,,,,Desire,Mindfulness,Investigation of states,,,,,,,,,,
31,Question,,50:46,,"You were talking about the positive aspect of relinquishment, and that's what will motivate giving up, that positive aspect of giving up and letting go. When it's painful giving up and you give up, you can say, 'Wait, I'm just focusing on the negative aspect of giving up, I need to switch my mind to the benefits of relinquishment?'",,Relinquishment,Suffering,Appropriate attention,,Self-identity view,Clinging,Humor,Humility,,,,,
31,Discussion,,55:09,,"about where there may be regret and longing linked to giving up something, although on reflection after relinquishment it can then feel like a non-event, no big deal.",,Clinging,Relinquishment,Cessation of Suffering,,,,,,,,,,
32,Reading,s,Session,,"from [Venerable Father](), pp. 28-36, 37-45, and 52-54.",,,,,,,,,,,,,,
32,Read by,,,,,APes,,,,,,,,,,,,,
32,,,42:02,,What became of Venerable Araññabho?,,,,,,Disrobing,Chithurst,,,,,,,
32,,,43:17,,Did Venerable Araññabho stay at Wat Pah Nanachat?,,Wat Pah Nanachat,Wat Pah Pong,,,,,,,,,,,
32,,,43:43,,How long did Venerable Varapañño spend in robes?,,Paul Breiter,Disrobing,,,Wat Pah Nanachat,Ajahn Chah,Wat Pah Pong,,,,,,
32,Story,,,,"""I need a lawyer!""",,Paul Breiter,Ajahn Chah,Disrobing,,,,,,,,,,
32,Comment,,,,Even living for years in close proximity to Ajahn Chah isn't enough to guarantee people will remain in robes.,APes,Ajahn Chah,Disrobing,,,,,,,,,,,
32,Response,-,,,,,,,,,,,,,,,,,
32,,,46:30,,How do monks treat intestinal worms?,,Monastic life,Health care,Sickness,Killing,,,,,,,,,
32,,,47:17,,Was there much coming and going between Wat Pah Pong and Wat Pah Nanachat?,,Wat Pah Pong,Wat Pah Nanachat,,,,,,,,,,,
32,Story,0,47:54,,Ajahn Pasanno tells how he went to Wat Pah Nanachat to make a bowl stand but got sick with scrub typhus. An extended discussion ensues.,,Ajahn Pasanno,Wat Pah Nanachat,Monastic crafts,Sickness,Rains retreat,Joseph Kappel,Kittisaro,,,,,,
33,Reading,,Session,,"“From the Darkness to the Light,” unpublished talk by [Ajahn Liem](teacher:) in [Krooba Ajahn]().",ALiem,,,,,,,,,,,,,
33,Read by,,,,,ASdr,,,,,,,,,,,,,
33,,,33:48,,Did you participate in massage sessions with senior monks besides Luang Por Chah?,,Ajahn Pasanno,Upatakh,,,,,,,,,,,
33,,,35:28,,How does one incline the mind towards recollecting one's own good actions?,,Recollection/Virtue,Merit,Aversion,Gladdening the mind,Emotion,Feeling,Kamma,Investigation of states,Vajrayāna,,,Recollection/Virtue,150
34,Reading,,Session,,“By Way of Introduction” and “Why Meditate?” from [Skill of Release]() [pp. 1-3](Skill of Release p. 7) and [pp. 20-31](Skill of Release p. 23).,,,,,,,,,,,,,,
34,Read by,,,,,AShj,,,,,,,,,,,,,
34,,,35:11,,Can you reflect upon Ajahn Lee's positive approach to the nutriments?,,Ajahn Lee Dhammadharo,Nutriment,Sutta,,,,,,,,,,
34,,,36:28,,Which of the three unwholesome roots is most prominent when the mind is lazy?,,Energy,Unwholesome Roots,Sloth and torpor,,Delusion,,,,,,,,
35,Reading,,Session,,“River and Ocean” and “Collected Teachings” from [Mae Chee Kaew]() [pp. 206-207](Mae Chee Kaew p. 203) and [pp. 231-242](Mae Chee Kaew p. 231).,,,,,,,,,,,,,,
35,Read by,,,,Tan Khantiko,,,,,,,,,,,,,,
35,,,22:45,,Is bhavataṇhā both the desire to exist and the desire to be a certain way?,,Becoming,,,,Self-identity view,,,,,,,,
35,,,24:27,,"Is vibhavataṇhā the thought, “I am this way and I don't want to be this way?”",,Craving not to become,,,,,,,,,,,,
35,,,25:20,,How do the kilesas relate to the concept of the shadow?,,Western psychology,Unwholesome Roots,,,Characteristics of existence,Self-identity view,Mae Chee Kaew,,,,,,
35,,,28:35,,I seem to make a virtue of laziness and don't quite believe the teachings about doing without food and sleep. Do you have any advice for me?,,Sloth and torpor,Ascetic practices,,,Skillful qualities,Unskillful qualities,,,,,,,
35,,,30:33,,Could say more about seeing the unwholesomeness or shadow?,,Unwholesome Roots,,,,Mindfulness,Idealism,Delusion,,,,,,
35,Comment,,33:34,,There can be this view that the enlightened mind doesn't have any thoughts or defilements. It's just perfectly clear and stable and there's nothing going on.,,Liberation,Directed thought and evaluation,Unwholesome Roots,Concentration,,,,,,,,,
35,Response,,,,Clear and stable and nothing going on are two different things.,,,,,,,,,,,,,,
35,Follow-up,,,,Does the enlightened mind not have any unwholesome thoughts or does it just not pick up unwholesome thoughts?,,Liberation,Directed thought and evaluation,Unskillful qualities,Proliferation,Clinging,Cause of Suffering,,,,,,,
35,Story,,,,A palmist looks at Ajahn Chah's hands.,,Ajahn Chah,Aversion,Personality,Liberation,,,,,,,,,
35,Reflection,3,39:02,,The character of Ajahn Chah and his relatives.,,Ajahn Chah,Personality,Aversion,Humor,Leadership,,,,,,,,
35,Recollection,,,,Ajahn Chah's older brother had the same personality.,,Ajahn Chah,Family,Personality,,,,,,,,,,
35,Comment,,40:54,,Ajahn Chah's brother didn't have an inferiority complex.,ANy,Ajahn Chah,Family,Guilt/shame/inadequacy,,,,,,,,,,
35,Comment,0,41:31,,A retreatant expresses appreciation for the concept of non-stickiness.,,Gratitude,Release,Nibbāna,,,,,,,,,,
35,Response,,,,,,Idealism,Thai Forest Tradition,Personality,Mae Chee Kaew,Language,,,,,,,,
35,Story,,43:19,,Ajahn Ñaniko meets Ajahn Mun's nephew.,ANy,Ajahn Mun,Family,,,,,,,,,,,
35,,,44:12,,"Ajahn Chah distinguished between the peaceful mind and the mind that has appeased the kilesas. But when the kilesas are present, is it useful to be peaceful about them?",,Ajahn Chah,Concentration,Unwholesome Roots,Tranquility,Suffering,Delusion,,,,,,,
35,Comment,0,45:54,,A retreatant expresses appreciation for Upasika Kee Nanayon's exhortation to be honest with ourselves.,,Unwholesome Roots,Upasikā Kee Nanayon,Truth,Gratitude,,,,,,,,,
35,Indirect quote,0,,,"""You can lie to the entire world if you like, but you must never lie to yourself."" – Mae Chee Kaew p. 235.",,Mae Chee Kaew,False speech,Truth,,,,,,,,,,
35,Response,,,,,,Truth,Self-identity view,Culture/West,,,,,,,,,,
35,,,47:49,,Can you recommend any practices to develop honesty with ourselves?,,Truth,Delusion,,,Unwholesome Roots,Direct experience,,,,,,,
35,Quote,,,,You can't take yourself too seriously. That's really deadly.,AP,Humor,Self-identity view,,,,,,,,,,,
35,Indirect quote,u,,,"""Do we have to sweep all of this?"" ""No, just sweep what's in front of your broom.""",,Wat Pah Nanachat,Ajahn Pasanno,Cleanliness,,,,,,,,,,
36,Reading,,Session,,“The Middleness of the Middle Way” from Samana pp. 127-134.,,,,,,,,,,,,,,
36,Read by,,,,Anagārika J.R.,,,,,,,,,,,,,,
36,Reading,,14:48,,Unpublished talk on peace by [Ajahn Piak](teacher:) given to Wat Pah Nanachat monks going to Dtao Dum.,APiak,,,,,,,,,,,,,
36,Read by,,,,Anagārika J.R.,,,,,,,,,,,,,,
37,Reading,,Session,,"[Practical Dependent Origination](), selections from [pp. 22-45](Practical Dependent Origination p. 26).",,,,,,,,,,,,,,
37,Read by,,,,,DS,,,,,,,,,,,,,
37,,,24:46,,Could you describe ways to work with delighting and wanting around the pleasure of food?,,Food,Craving,Happiness,Unattractiveness,Elements,Mindfulness of body,Clinging,Impermanence,Dependent origination,,,Food,180
37,Extra tags,,,,,,Disenchantment,,,,,,,,,,,,
37,Sutta,,,,AN 5.208: The benefits of chewing toothwoods.,,Food,Cleanliness,Happiness,,,,,,,,,,
37,,,29:45,,How should we relate to the Buddha's statement that sensual pleasure is to be feared?,,Sensual desire,Sense bases,Fear,,Culture/West,Guilt/shame/inadequacy,,,,,,,
37,Sutta,,,,MN 66.19: Sensual pleasure is to be feared.,,,,,,,,,,,,,,
37,,,35:15,,Could you reflect on how Ajahn Buddhadāsa portrays mindfulness and ignorance as opposites?,,Ajahn Buddhadāsa,Mindfulness,Ignorance,,Dependent origination,,,,,,,,
37,,,36:57,,Could you say more about the positive causal process that is the opposite of paticcasamuppada?,,Dependent origination,Conditionality,Mindfulness,,Skillful qualities,Right Mindfulness,Factors of Awakening,,,,,,
37,Sutta,,,,SN 12.23 Upanisa: Dukkha is a cause for faith.,,Suffering,Faith,,,,,,,,,,,
37,Sutta,,,,AN 10.61 Avijjā: The Five Hindrances are a cause for ignorance.,,Hindrances,Ignorance,,,,,,,,,,,
37,,,40:40,,"When I look at neutral objects, dullness often arises. Is this suffering?",,Feeling,Contact,Sloth and torpor,Unskillful qualities,Craving not to become,Delusion,Ignorance,Mindfulness,Clear comprehension,,,,
37,Extra tags,,,,,,Suffering,,,,,,,,,,,,
37,Comment,,,,Lack of desire is not enlightenment.,AJoti,Desire,Liberation,,,,,,,,,,,
38,Reading,,0:00,,"“A Short Biography” from [No Worries]() [pp. 101, 104-115](No Worries p. 74).",,,,,,,,,,,,,,
38,Read by,,,,,BSteff,,,,,,,,,,,,,
38,Reading,,18:58,,"“[Following the Footsteps of the Enlightened Beings](https://www.abhayagiri.org/media/discs/APasannoRetreats/2014%20Thai%20Forest%20Tradition/Texts/Following%20the%20Footsteps%20of%20the%20Enlightened%20Ones%20-%20Ajahn%20Liem.htm),” a talk by [Ajahn Liem](teacher:) at an Australian Sangha Association conference.",ALiem,,,,,,,,,,,,,
38,Read by,,,,,BSteff,,,,,,,,,,,,,
38,,,32:23,,Was there a time in Thai history when meditation was a routine part of childhood education?,,History/Thai Buddhism,Children,Education,Meditation,Three Refuges,Chanting,Right View,,,,,,
38,Reflection,,,,Ajahn Liem's mother and sister were nuns with similar demeanor.,,Ajahn Liem,Family,Mae Chee,Wat Pah Pong,Personality,,,,,,,,
38,Story,,36:44,,Trying to wash Ajahn Liem's cup.,AJoti,Ajahn Liem,Ajahn Jotipālo,Upatakh,,,,,,,,,,
38,Recollection,a,37:23,,Ajahn Liem leads by example.,,Ajahn Liem,Leadership,,,Ageing,Work,,,,,,,
38,,,39:00,,Is Ajahn Liem continuing to take care of his health?,,Ajahn Liem,Health,,,Medicinal requisites,Food,Health care,,,,,,
38,,,40:46,,Does Ajahn Liem attend morning and evening pūjā?,,Ajahn Liem,Pūjā,,,Culture/Thailand,Wat Pah Pong,,,,,,,
38,Story,,,,Ajahn Liem silently walks around and looks at the monks during morning pūjā.,ANy,Ajahn Liem,Pūjā,,,,,,,,,,,
38,Follow-up,,,,Did Ajahn Chah go to morning and evening pūjā?,,Ajahn Chah,Pūjā,,,,,,,,,,,
38,Follow-up,,,,"In the early years of Wat Ban Tad, was it always practice on your own?",,Wat Pah Ban Tat,Pūjā,Thai sects,Ajahn Chah,Ajahn Tongrat,Ajahn Baen,,,,,,,
38,Story,,,,Too many monks skip pūjā to massage Ajahn Liem.,ANy,Ajahn Liem,Pūjā,Upatakh,,,,,,,,,,
38,Recollection,s,,,Bhante Gunaratana comes to morning pūjā early.,AJoti;BSteff,,Bhante Gunaratana,Pūjā,,,,,,,,,,
39,Teaching,0,0:00,,[Ajahn Pasanno](teacher:) introduces Ajahn Koon and [_Twigs and Branches of the Bodhinyana_](Twigs and Branches).,,Dhamma books,Ajahn Koon (Na Pho),,,,,,,,,,,
39,Reading,,1:08,31:02,Interview with [Ajahn Koon (Na Pho)](teacher:) in [Twigs and Branches]().,AKoon,,,,,,,,,,,,,
39,Read by,,,,,AP,,,,,,,,,,,,,
39,Story,,31:08,,"Ajahn Tongrat walks past a pregnant woman and says, ""Oh, there's a really good monk in your stomach there.""",,Ajahn Tongrat,Ajahn Koon (Na Pho),Almsround,,,,,,,,,,
39,Recollection,,31:50,34:14,Ajahn Chah didn't let Western monks stay with Ajahn Koon since it was close to the Laos border.,,Ajahn Chah,Military,History/Western Buddhist monasticism,,Ajahn Koon (Na Pho),Ajahn Anando,,,,,,,
39,Story,,34:50,,Ajahn Chah prevents supporters from bringing Ajahn Sumedho special food.,,Ajahn Sumedho,Food,Ajahn Chah,,,,,,,,,,
39,,,35:58,37:05,Were there short periods of time when you lived with Luang Por Koon?,,Ajahn Koon (Na Pho),Ajahn Pasanno,,,Wat Keuan,Ajahn Puriso,,,,,,,
40,Teaching,,0:00,,Introduction to [_The Natural Character of Awakening_](Natural Character) and Chao Khun Upāli.,AJoti;AP,Chao Khun Upāli,Ajahn Mun,Forest versus city monks,,,,,,,,,,
40,Story,,,,Ajahn Mun takes on the role of abbot at a city temple out of respect for Chao Khun Upāli's request.,,Ajahn Mun,Chao Khun Upāli,Abbot,,,,,,,,,,
40,Reading,,3:22,,Natural Character pp. 58-67.,,,,,,,,,,,,,,
40,Read by,,,,,AJoti,,,,,,,,,,,,,
40,,,25:30,,Do you have any advice for monks taking on additional practices (āditthanas)?,,Ajahn Chah,Determination,Ascetic practices,,,Appropriate attention,Virtue,Sense restraint,Unwholesome Roots,,,Ascetic practices,100
40,Extra tags,,,,,,,,,,Middle Path,,,,,,,,
40,,,30:37,,What is the distinction Chao Khun Upāli makes between lokuttara discernment and higher discernment?,,Chao Khun Upāli,Discernment,Impermanence,Aggregates,Commentaries,Ajahn Chah,Study monks,,,,,,
40,Extra tags,,,,,,Suffering,Cause of Suffering,,,,,,,,,,,
40,,,33:42,,What is the difference between abandoning craving and realizing the abandoning of craving?,AP;AJoti,Impermanence,Aggregates,Cause of Suffering,Cessation of Suffering,Commentaries,Doubt,Relinquishment,Concentration,Gladdening the mind,,,,
40,Extra tags,,,,,,,,,,Desire,Becoming,Non-return,Right View,,,,,
40,Sutta,,,,SN 56.11 Dhammacakkappavattana Sutta.,,Four Noble Truths,,,,,,,,,,,,
40,Sutta,,,,AN 9.36 Jhāna Sutta: Passion for Dhamma leads to non-return.,,Dhamma,Desire,Rapture,Non-return,,,,,,,,,
40,Sutta,,,,MN 121 Cūḷa Suññata Sutta: The Shorter Discourse on Emptiness,,Emptiness,,,,,,,,,,,,
40,Quote,,,,"The characteristic of cessation is not just ending something and annihilating [it], but it's being willing and able to stop. The nature of the mind is that it doesn't like to stop. And it's [through] that not stopping that we keep creating that sense of me.",AP,Cessation,Nature of mind,Self-identity view,,,,,,,,,,
40,,,41:34,,How many Somdets and Chao Khuns are there at any given time?,,History/Thai Buddhism,Monastic titles,,,Ajahn Sumedho,Ajahn Liem,,,,,,,
40,,,43:19,,What's the Thai for 'Supreme Patriarch'?,,Thai,Monastic titles,,,,,,,,,,,
41,Reading,,0:00,,Background of the talk “Steady Practice” from Collected Teachings p. 818.,,,,,,,,,,,,,,
41,Read by,,,,,AAh,,,,,,,,,,,,,
41,Recollection,,1:05,,Background of Wat Keuan.,,Wat Keuan,,,,Ajahn Chah,Monastic titles,Environment,Ajahn Puriso,Military,,,,
41,Extra tags,,,,,,,,,,Animal,,,,,,,,
41,Story,,,,Ajahn Chah ordains a group of university students and takes them to Wat Keuan.,,Ajahn Chah,Temporary ordination,Wat Keuan,,,,,,,,,,
41,Reading,,4:49,,“Steady Practice” from Collected Teachings pp. 277-290.,,,,,,,,,,,,,,
41,Read by,,,,,AAh,,,,,,,,,,,,,
41,,,35:43,,How do you balance Ajahn Chah's instruction to put away the books with the desire to study and understand the teachings?,,Ajahn Chah,Learning,Sutta,Study monks,Culture/West,Faith,Doubt,,,,,,
41,,,40:59,46:41,Did Ajahn Chah ever tell a student to study?,,Ajahn Chah,Learning,,,Eightfold Path,Study monks,Practicing in accordance with Dhamma,,,,,Learning,200
41,Quote,,,,"These are not absolute statements. When Ajahn Chah says something, he's pointing. He just doesn't work that way. And we take it as an absolute.",,Ajahn Chah,Teaching Dhamma,Proliferation,,,,,,,,,,
41,Story,,,,Ajahn Chah monks who became study monks.,,Ajahn Chah,Study monks,Ajahn Bunjong,Ajahn Mahā In,,,,,,,,,
41,,,46:42,,Ajahn Chah and other Thai Ajahns emphasize this quality of steady practice. Ajahn Chah showed this was the way to solve the dilemma of desire being both the root of all suffering and a necessary ingredient to being able to practice at all....It seems the main obstacle to achieving steady practice is the variability of that part of my awareness that is supervising what is going on....How does one cultivate self-supervision?,,Ajahn Chah,Desire,Self-reliance,Postures,Mindfulness of body,Ajahn Pasanno,Mindfulness of breathing,,,,,Continuity of mindfulness,180
41,Extra tags,,,,,,Continuity of mindfulness,,,,,,,,,,,Mindfulness of body,180
41,Quote,,,,The body is like a mirror for the different moods and state of the mind as we're experiencing things.,,Mindfulness of body,Similes,Mindfulness of mind,,,,,,,,,,
41,Follow-up,,,,I try to practice body awareness when my mind is being supervised...,,Mindfulness of body,Continuity of mindfulness,Long-term practice,Similes,Ajahn Sucitto,,,,,,,,
41,Sutta,-,,,MN 10 Satipaṭṭhāna Sutta,,Right Mindfulness,,,,,,,,,,,,
42,Reading,,Session,,“The Dhamma-Truth of Samatha-Vipassana for the Nuclear Age” from [Key to Natural Truth]() pp. 111-131.,,,,,,,,,,,,,,
42,Read by,,,,,ANy,,,,,,,,,,,,,
42,Recollection,0,31:54,,[Ajahn Pasanno](teacher:) describes the atmosphere of Cold War fear.,,Fear,Politics and society,Military,,Culture/West,Amaravati,Ajahn Sumedho,,,,,,
42,Comment,2,33:33,,about the purpose and function of the path.,AKc,Eightfold Path,Cessation of Suffering,Concentration,Discernment,,,,,,,,,
42,Response,s,,,,ANy;AP,Right View,Relinquishment,Self-identity view,,,,,,,,,,
42,Reflection,,35:25,,on Ajahn Buddhadāsa's use of analogies.,ANy,Ajahn Buddhadāsa,Similes,Suffering,,,,,,,,,,
42,Quote,,35:58,37:00,"The take-away bit of the forest teachers or ethos is that we have everything within us....They are coming at it from all different angles, but the underlying thread is that theme of relying on and refining capabilities that we actually have. Sīla, samādhi, and pañña are not external to us.",,Thai Forest Tradition,Self-reliance,Eightfold Path,,,,,,,,,Thai Forest Tradition,80
42,Edited audio,,,0:50,WR2014_S42_F04.mp3,,,,,,,,,,,,,,
42,,,37:05,,How does one work with dullness and drowsiness in sitting meditation?,,Sloth and torpor,Posture/Sitting,,,Hindrances,Ajahn Buddhadāsa,Ajahn Chah,Posture/Walking,Culture/Natural environment,,,,
42,Extra tags,,,,,,,,,,Posture/Standing,Continuity of mindfulness,,,,,,,
42,Sutta,,,,"AN 7.58 Capala Sutta: ""Are you nodding, Moggallana?""",,Great disciples,Sloth and torpor,,,,,,,,,,,
42,Story,,,,Ajahn Pasanno walks in the forest without a flashlight to dispel drowsiness.,,Ajahn Pasanno,Dtao Dum,Sloth and torpor,Culture/Natural environment,Devotion to wakefulness,,,,,,,,
43,Teaching,,0:00,,Background information about Ajahn Suwat.,,Ajahn Suwat,,,,Ajahn Fun,Ajahn Mun,Ajahn Dune,,,,,,
43,Reading,,0:52,,“Straightening Out Your Views” from Fistful of Sand pp. 48-51.,,,,,,,,,,,,,,
43,Read by,,,,,AKsp,,,,,,,,,,,,,
43,Other,,23:12,,Ajahn Pasanno asks Ajahn Pesalo for more information about Ajahn Suwat.,AP;APes,Ajahn Suwat,,,,Death,Wat Buridat,Sickness,,,,,,
43,,,24:05,,Where is Wat Buridat?,AP;APes,Wat Buridat,,,,Ajahn Suwat,Wat Metta,Ajahn Ṭhānissaro,Insight Meditation Society,,,,,
43,,,26:34,,Did Ajahn Mahā Boowa always praise the dtuaṅga practices?,,Ascetic practices,Ajahn Mahā Boowa,Ajahn Mun,,Incontrovertible practices,,,,,,,,
43,Story,,,,Ajahn Mun tells Ajahn Mahā Boowa to stop sweeping when he is sick with malaria.,,Ajahn Mun,Ajahn Mahā Boowa,Sickness,Ardency,Attachment to precepts and practices,,,,,,,,
